DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-02-24	27143689	Hertz DL	2016-05-03	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27143689	Pharmacogenetic Discovery in CALGB (Alliance) 90401 and Mechanistic Validation of a VAC14 Polymorphism that Increases Risk of Docetaxel-Induced Neuropathy.	Docetaxel-induced peripheral neuropathy in metastatic castrate-resistant prostate cancer	50 European ancestry cases with neuropathy, 573 European ancestry cases without neuropathy	NA	5q31.1	5	136245971	TRPC7	TRPC7			ENSG00000069018			rs11740657-?	rs11740657	0	11740657	intron_variant	0	NR	9E-6	5.045757490560675		2.776	[NR]	Illumina [498081]	N	peripheral neuropathy, response to docetaxel, metastatic prostate cancer	http://www.ebi.ac.uk/efo/EFO_0003100, http://purl.obolibrary.org/obo/GO_1902519, http://www.ebi.ac.uk/efo/EFO_0000196	GCST003672	Genome-wide genotyping array
2017-02-24	27143689	Hertz DL	2016-05-03	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27143689	Pharmacogenetic Discovery in CALGB (Alliance) 90401 and Mechanistic Validation of a VAC14 Polymorphism that Increases Risk of Docetaxel-Induced Neuropathy.	Docetaxel-induced peripheral neuropathy in metastatic castrate-resistant prostate cancer	50 European ancestry cases with neuropathy, 573 European ancestry cases without neuropathy	NA	10q21.3	10	66659088	CTNNA3	CTNNA3			ENSG00000183230			rs10997287-?	rs10997287	0	10997287	intron_variant	0	NR	9E-6	5.045757490560675		4.0816326	[NR]	Illumina [498081]	N	peripheral neuropathy, response to docetaxel, metastatic prostate cancer	http://www.ebi.ac.uk/efo/EFO_0003100, http://purl.obolibrary.org/obo/GO_1902519, http://www.ebi.ac.uk/efo/EFO_0000196	GCST003672	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	7q21.3 x 10q26.13	7 x 10	98391899 x 125008303	BAIAP2L1 x CTBP2	BAIAP2L1 x CTBP2						rs9649213-? x rs4962416-?	rs9649213 x rs4962416	0		intron_variant x intron_variant		NR	1E-6	6.0		1.28	[1.16-1.42]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	14q11.2 x 11q13.3	14 x 11	20556460 x 69167951	RNASE9 x MYEOV	RNASE9 x AP003071.2						rs1243647-? x rs12418451-?	rs1243647 x rs12418451	0		missense_variant x intron_variant		NR	1E-6	6.0		1.3333	[1.19-1.49]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	9q22.2 x 4q24	9 x 4	90793457 x 105140377	SYK x TET2	OR7E108P - SYK x AC004069.1						rs290258-? x rs7679673-?	rs290258 x rs7679673	0		intergenic_variant x intron_variant		NR	1E-6	6.0		1.3333	[1.19-1.49]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	9p24.1 x 8q24.21	9 x 8	8012418 x 127472793	C9orf123 x NR	AL135923.2 - PTPRD x CASC8						rs12682851-? x rs1447295-?	rs12682851 x rs1447295	0		intergenic_variant x intron_variant		NR	2E-6	5.698970004336019		1.3889	[1.22-1.59]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	6q22.31 x 17q12	6 x 17	122961796 x 37714971	CLVS2 x HNF1B	ATP5MGP2 - AL591428.1 x HNF1B						rs13192613-? x rs11649743-?	rs13192613 x rs11649743	0		intergenic_variant x intron_variant		NR	3E-6	5.522878745280337		1.37	[1.20-1.56]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	2q31.3 x 17q24.3	2 x 17	180176559 x 71112612	CWC22 x NR	CWC22 - AC012669.1 x CASC17						rs16867225-? x rs1859962-?	rs16867225 x rs1859962	0		intergenic_variant x intron_variant		NR	3E-6	5.522878745280337		1.5625	[1.3-1.89]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	20q13.33 x 19q13.33	20 x 19	63037684 x 50861367	LOC63930 x KLK3	LINC01749 x KLK3 - KLK2						rs6089829-? x rs2735839-?	rs6089829 x rs2735839	0		intron_variant x intergenic_variant		NR	3E-6	5.522878745280337		1.3514	[1.19-1.54]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	7p14.1 x 8q24.21	7 x 8	40925528 x 127472793	INHBA x NR	SUGCT - LINC01450 x CASC8						rs7789197-? x rs1447295-?	rs7789197 x rs1447295	0		intergenic_variant x intron_variant		NR	3E-6	5.522878745280337		1.5152	[1.27-1.79]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	5q13.1 x 3p12.1	5 x 3	67537429 x 87061524	CD180 x NR	AC112206.2 x PPATP1 - LINC00506						rs7717572-? x rs2660753-?	rs7717572 x rs2660753	0		intron_variant x intergenic_variant		NR	3E-6	5.522878745280337		1.94	[1.47-2.56]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	5p15.2 x 19q13.2	5 x 19	13505322 x 41479716	DNAH5 x PPP1R14A	RPS23P5 - NENFP3 x PCAT19						rs4463179-? x rs887391-?	rs4463179 x rs887391	0		intergenic_variant x intron_variant		NR	2E-6	5.698970004336019		1.5625	[1.3-1.89]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	14q32.31 x 3q21.3	14 x 3	101260770 x 128319530	MIR656 x EEFSEC	AL359682.1 x EEFSEC						rs2400997-? x rs10934853-?	rs2400997 x rs10934853	0		intron_variant x intron_variant		NR	3E-6	5.522878745280337		1.25	[1.14-1.38]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	3p26.3 x 7q21.3	3 x 7	108303 x 98187015	CHL1 x LMTK2	AC066595.1 - CHL1-AS2 x LMTK2						rs12485321-? x rs6465657-?	rs12485321 x rs6465657	0		intergenic_variant x intron_variant		NR	3E-6	5.522878745280337		1.2346	[1.14-1.35]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	22q13.1 x 11p15.5	22 x 11	40258272 x 2212344	TNRC6B x IGF2, IGF2AS, INS, TH	TNRC6B x MIR4686 - ASCL2						rs12628051-? x rs7127900-?	rs12628051 x rs7127900	0		intron_variant x intergenic_variant		NR	3E-6	5.522878745280337		1.3	[1.17-1.46]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	8q21.13 x 9q33.2	8 x 9	82161594 x 121665094	SNX16 x DAB2IC	AC027701.1 - HNRNPA1P4 x DAB2IP						rs13264970-? x rs1571801-?	rs13264970 x rs1571801	0		intergenic_variant x intron_variant		NR	4E-6	5.3979400086720375		1.2987	[1.16-1.45]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	8q24.13 x 11p15.5	8 x 11	123702482 x 2212344	ANXA13 x IGF2, IGF2AS, INS, TH	ANXA13 x MIR4686 - ASCL2						rs13258681-? x rs7127900-?	rs13258681 x rs7127900	0		intron_variant x intergenic_variant		NR	4E-6	5.3979400086720375		1.32	[1.17-1.48]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	6p22.1 x 8p21.2	6 x 8	29734733 x 23668950	LOC285830 x NKX3.1	HLA-F, HLA-F-AS1 x SINHCAFP3 - NKX3-1						rs2523395-? x rs1512268-?	rs2523395 x rs1512268	0		intron_variant x TF_binding_site_variant		NR	2E-6	5.698970004336019		1.24	[1.14-1.35]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	4q25 x 8q24.21	4 x 8	113079800 x 126999692	ANK2 x NR	ANK2 x PCAT1						rs7694725-? x rs10086908-?	rs7694725 x rs10086908	0		intron_variant x intron_variant		NR	2E-6	5.698970004336019		1.36	[1.20-1.55]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	15q26.2 x 8q24.21	15 x 8	96459423 x 127472793	NR2F2 x NR	AC087477.4 - RN7SKP254 x CASC8						rs11637980-? x rs1447295-?	rs11637980 x rs1447295	0		intergenic_variant x intron_variant		NR	2E-6	5.698970004336019		1.4706	[1.27-1.72]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	3p25.2 x 10q11.22	3 x 10	12510308 x 46046326	TSEN2 x MSMB	TSEN2 x MSMB - RPL23AP61						rs6766510-? x rs10993994-?	rs6766510 x rs10993994	0		intron_variant x intergenic_variant		NR	2E-6	5.698970004336019		1.58	[1.31-1.91]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	4p16.2 x 19q13.2	4 x 19	5757142 x 41479716	EVC x PPP1R14A	EVC, CRMP1 x PCAT19						rs735172-? x rs887391-?	rs735172 x rs887391	0		intron_variant x intron_variant		NR	2E-6	5.698970004336019		1.31	[1.17-1.46]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	12q13.11 x 22q13.2	12 x 22	46978487 x 43104206	AMIGO2 x TTLL1, BIK, MCAT, PACSIN2	AC079906.1 - AMIGO2 x AL022237.1 - BIK						rs2711721-? x rs5759167-?	rs2711721 x rs5759167	0		intergenic_variant x TF_binding_site_variant		NR	2E-6	5.698970004336019		1.28	[1.16-1.42]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
2012-03-31	22219177	Tao S	2012-01-04	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (SNP x SNP interaction)	4,723 European ancestry cases, 4,792 European ancestry controls	NA	3q13.2 x 2q31.1	3 x 2	112779033 x 172446825	CD200R1L x ITAGA6	LINC02042 - CD200R1L-AS1 x ITGA6						rs1002979-? x rs12621278-?	rs1002979 x rs12621278	0		intergenic_variant x intron_variant		NR	3E-6	5.522878745280337		1.5873	[1.32-1.92]	Affymetrix, Illumina [1117531] (imputed)	N	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST001370	Genome-wide genotyping array
