DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	6q26	6	161815043	PARK2	PRKN			ENSG00000185345			rs3016539-A	rs3016539	0	3016539	intron_variant	0	0.87	7E-6	5.154901959985743	(dominant)	1.5	[1.26-1.79]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	17p11.2	17	18850557	PRPSAP2	PRPSAP2			ENSG00000141127			rs4924935-G	rs4924935	0	4924935	intron_variant	0	0.23	8E-6	5.096910013008056	(dominant)	1.37	[1.19-1.58]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	2q11.2	2	101305708	RNF149	RNF149			ENSG00000163162			rs6711606-A	rs6711606	0	6711606	intron_variant	0	0.12	4E-6	5.3979400086720375	(recessive)	2.81	[1.81-4.37]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	17q22	17	58370936	RNF43	AC004687.2, TSPOAP1-AS1, RNF43			ENSG00000285897, ENSG00000265148, ENSG00000108375			rs2257205-A	rs2257205	0	2257205	missense_variant	0	0.33	8E-6	5.096910013008056	(dominant)	1.38	[1.20-1.59]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	8p11.22	8	38611785	RNF5P1	RNF5P1 - AC016813.1	ENSG00000253570	ENSG00000254321		10585	88841	rs7832232-A	rs7832232	0	7832232	intergenic_variant	1	0.45	5E-6	5.301029995663981	(recessive)	1.45	[1.24-1.71]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	2q22.1	2	136797654	THSD7B	THSD7B			ENSG00000144229			rs1427593-A	rs1427593	0	1427593	intron_variant	0	0.08	7E-6	5.154901959985743	(dominant)	1.49	[1.25-1.77]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2010-09-10	20686608	Low SK	2010-07-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20686608	Genome-wide association study of pancreatic cancer in Japanese population.	Pancreatic cancer	991 Japanese ancestry cases, 5,209 Japanese ancestry controls	NA	12p11.21	12	32283475	BICD1	BICD1			ENSG00000151746			rs708224-A	rs708224	0	708224	intron_variant	0	0.66	3E-7	6.522878745280337	(allelic)	1.32	[1.19-1.47]	Illumina [420236]	N	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	GCST000745	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	2p13.3	2	71220545	PAIP2B	PAIP2B			ENSG00000124374			rs113988120-A	rs113988120	0	113988120	intron_variant	0	0.015	3E-6	5.522878745280337		1.79	[1.40-2.29]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	3q13.32	3	119229409	B4GALT4	B4GALT4-AS1, B4GALT4			ENSG00000240254, ENSG00000121578			rs4568126-C	rs4568126	0	4568126	intron_variant	0	0.38	6E-6	5.221848749616356		1.18	[1.10-1.27]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	16p13.2	16	9301482	LOC101927026	RPL21P119 - LINC02177	ENSG00000220793	ENSG00000261617		144601	54106	rs4780973-C	rs4780973	0	4780973	regulatory_region_variant	1	0.69	4E-6	5.3979400086720375		1.22	[1.12-1.32]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	13q21.31	13	63567780	intergenic	LINC00376 - LINC00395	ENSG00000227564	ENSG00000231061		239686	99901	rs1000589-T	rs1000589	0	1000589	intergenic_variant	1	NR	8E-6	5.096910013008056		1.31	[1.17-1.48]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	10q26.3	10	128890376	intergenic	AL355537.1	ENSG00000234640			570162		rs10734079-T	rs10734079	0	10734079	intergenic_variant	0	NR	4E-6	5.3979400086720375		2.63	[1.74-3.98]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	1p32.3	1	54638272	ACOT11	ACOT11			ENSG00000162390			rs10736390-?	rs10736390	0	10736390	3_prime_UTR_variant	0	NR	2E-6	5.698970004336019		1.3333333	[1.19-1.52]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	10q26.3	10	128884838	intergenic	AL355537.1	ENSG00000234640			564624		rs10741177-C	rs10741177	0	10741177	intergenic_variant	0	NR	4E-6	5.3979400086720375		2.17	[1.56-3.03]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	10q26.3	10	128888212	intergenic	AL355537.1	ENSG00000234640			567998		rs10764826-A	rs10764826	0	10764826	regulatory_region_variant	0	NR	3E-6	5.522878745280337		2.19	[1.58-3.04]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	11p14.1	11	27538197	BDNFOS	BDNF-AS			ENSG00000245573			rs10767646-?	rs10767646	0	10767646	intron_variant	0	NR	3E-6	5.522878745280337		1.4084507	[1.22-1.61]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	9q32	9	114439119	DFNB31	WHRN			ENSG00000095397			rs10817611-C	rs10817611	0	10817611	intron_variant	0	NR	7E-6	5.154901959985743		1.44	[1.23-1.68]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	10q26.3	10	128887811	intergenic	AL355537.1	ENSG00000234640			567597		rs10829514-T	rs10829514	0	10829514	intergenic_variant	0	NR	3E-6	5.522878745280337		2.18	[1.57-3.03]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	10q26.3	10	128888461	intergenic	AL355537.1	ENSG00000234640			568247		rs10829515-C	rs10829515	0	10829515	regulatory_region_variant	0	NR	5E-6	5.301029995663981		2.21	[1.57-3.09]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	11p14.1	11	27501639	LIN7C	LIN7C			ENSG00000148943			rs10835188-?	rs10835188	0	10835188	intron_variant	0	NR	1E-6	6.0		1.4084507	[1.22-1.61]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	9q33.1	9	117306874	ASTN2	ASTN2			ENSG00000148219			rs10983614-?	rs10983614	0	10983614	intron_variant	0	NR	9E-7	6.045757490560675		1.369863	[1.22-1.56]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	10q26.3	10	128887353	intergenic	AL355537.1	ENSG00000234640			567139		rs11016537-A	rs11016537	0	11016537	intergenic_variant	0	NR	4E-6	5.3979400086720375		2.18	[1.57-3.03]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	12p13.33	12	1982091	DCP1B	DCP1B, CACNA1C			ENSG00000151065, ENSG00000151067			rs11062040-A	rs11062040	0	11062040	intron_variant	0	NR	8E-6	5.096910013008056		1.4	[1.2-1.7]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	16p13.3	16	5629160	intergenic	RBFOX1			ENSG00000078328			rs11639759-T	rs11639759	0	11639759	intron_variant	0	NR	7E-6	5.154901959985743		1.56	[1.28-1.89]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	9q31.1	9	101906017	intergenic	MTND3P4 - ARL2BPP7	ENSG00000230302	ENSG00000230418		112261	149235	rs1165805-A	rs1165805	0	1165805	intergenic_variant	1	NR	8E-6	5.096910013008056		1.43	[1.22-1.67]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	15q26.2	15	94038713	LOC400455	LINC01581, LINC01579			ENSG00000259724, ENSG00000258754			rs12101726-C	rs12101726	0	12101726	intron_variant	0	NR	5E-6	5.301029995663981		1.83	[1.41-2.36]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	6p21.1	6	45538385	RUNX2	RUNX2			ENSG00000124813			rs12209785-G	rs12209785	0	12209785	intron_variant	0	NR	4E-6	5.3979400086720375		1.37	[1.20-1.56]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	11p15.4	11	9907995	SBF2	SBF2, AC011092.2			ENSG00000133812, ENSG00000255476			rs12362504-C	rs12362504	0	12362504	intron_variant	0	NR	2E-7	6.698970004336019		1.4	[1.23-1.58]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	2p21	2	47248996	intergenic	EPCAM-DT			ENSG00000234690			rs12620038-?	rs12620038	0	12620038	intron_variant	0	NR	1E-6	6.0		1.3888888	[1.22-1.59]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	11p14.1	11	27484407	LGR4	AC100771.1 - LIN7C	ENSG00000242527	ENSG00000148943		279	10169	rs12786130-?	rs12786130	0	12786130	intergenic_variant	1	NR	3E-6	5.522878745280337		1.3888888	[1.20-1.59]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
2017-08-09	28470677	Tang H	2017-05-03	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28470677	Genetic polymorphisms associated with pancreatic cancer survival: a genome-wide association study.	Survival in pancreatic cancer	868 European ancestry cases	820 European ancestry cases	13q21.31	13	63542441	intergenic	LINC00376 - LINC00395	ENSG00000227564	ENSG00000231061		214347	125240	rs1352757-G	rs1352757	0	1352757	intergenic_variant	1	NR	4E-6	5.3979400086720375		1.35	[1.19-1.53]	NR [7738399] (imputed)	N	overall survival, pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000638, http://www.ebi.ac.uk/efo/EFO_0002618	GCST004485	Genome-wide genotyping array
